invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country
537240,22839,3 TIER CAKE TIN GREEN AND CREAM,1,2010-12-06 10:08:00,29.79,,United Kingdom
537240,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2010-12-06 10:08:00,5.91,,United Kingdom
537240,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,1,2010-12-06 10:08:00,8.47,,United Kingdom
537240,85177,BASKET OF FLOWERS SEWING KIT,2,2010-12-06 10:08:00,1.66,,United Kingdom
537240,21210,SET OF 72 RETROSPOT PAPER  DOILIES,2,2010-12-06 10:08:00,2.98,,United Kingdom
537240,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,5,2010-12-06 10:08:00,2.51,,United Kingdom
537240,21326,AGED GLASS SILVER T-LIGHT HOLDER,10,2010-12-06 10:08:00,1.66,,United Kingdom
537240,22801,ANTIQUE GLASS PEDESTAL BOWL,5,2010-12-06 10:08:00,7.62,,United Kingdom
537240,22818,CARD CHRISTMAS VILLAGE,10,2010-12-06 10:08:00,0.85,,United Kingdom
537240,22110,BIRD HOUSE HOT WATER BOTTLE,2,2010-12-06 10:08:00,7.62,,United Kingdom
537241,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,2010-12-06 10:18:00,1.45,14293,United Kingdom
537241,22644,CERAMIC CHERRY CAKE MONEY BANK,12,2010-12-06 10:18:00,1.45,14293,United Kingdom
C537251,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,-9,2010-12-06 10:45:00,2.55,,United Kingdom
537254,20975,12 PENCILS SMALL TUBE RED RETROSPOT,4,2010-12-06 11:01:00,0.65,15898,United Kingdom
537254,22813,PACK 3 BOXES BIRD PANNETONE ,3,2010-12-06 11:01:00,1.95,15898,United Kingdom
537254,22130,PARTY CONE CHRISTMAS DECORATION ,6,2010-12-06 11:01:00,0.85,15898,United Kingdom
537256,82582,AREA PATROLLED METAL SIGN,12,2010-12-06 11:06:00,2.10,16210,United Kingdom
537265,79000,MOROCCAN TEA GLASS,12,2010-12-06 11:26:00,0.85,15919,United Kingdom
537262,22680,FRENCH BLUE METAL DOOR SIGN 5,2,2010-12-06 11:26:00,1.25,15039,United Kingdom
537265,22962,JAM JAR WITH PINK LID,6,2010-12-06 11:26:00,0.85,15919,United Kingdom
537346,21802,CHRISTMAS TREE HEART DECORATION,36,2010-12-06 12:21:00,0.42,15301,United Kingdom
537354,20724,RED RETROSPOT CHARLOTTE BAG,5,2010-12-06 12:23:00,0.85,12748,United Kingdom
537359,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,2010-12-06 12:30:00,2.95,14825,United Kingdom
537362,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,1,2010-12-06 12:34:00,2.10,17596,United Kingdom
537370,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1,2010-12-06 12:44:00,2.10,13155,United Kingdom
537370,21791,VINTAGE HEADS AND TAILS CARD GAME ,1,2010-12-06 12:44:00,1.25,13155,United Kingdom
537372,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,2010-12-06 12:52:00,1.95,16919,United Kingdom
537375,22533,MAGIC DRAWING SLATE BAKE A CAKE ,2,2010-12-06 12:55:00,0.42,17019,United Kingdom
537375,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2,2010-12-06 12:55:00,2.10,17019,United Kingdom
537374,22548,HEADS AND TAILS SPORTING FUN,1,2010-12-06 12:55:00,1.25,17259,United Kingdom
537378,22594,CHRISTMAS GINGHAM TREE,36,2010-12-06 13:06:00,0.85,14911,EIRE
537382,21485,RETROSPOT HEART HOT WATER BOTTLE,2,2010-12-06 13:13:00,4.95,16710,United Kingdom
537382,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,6,2010-12-06 13:13:00,2.55,16710,United Kingdom
537382,21818,GLITTER CHRISTMAS HEART ,2,2010-12-06 13:13:00,0.85,16710,United Kingdom
537387,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,2010-12-06 13:34:00,0.85,13468,United Kingdom
537387,22794,SWEETHEART WIRE MAGAZINE RACK,2,2010-12-06 13:34:00,7.95,13468,United Kingdom
537390,22456,NATURAL SLATE CHALKBOARD LARGE ,1,2010-12-06 13:47:00,4.95,16658,United Kingdom
537394,22960,JAM MAKING SET WITH JARS,6,2010-12-06 14:00:00,4.25,13089,United Kingdom
537395,22728,ALARM CLOCK BAKELIKE PINK,1,2010-12-06 14:05:00,3.75,15356,United Kingdom
537395,22633,HAND WARMER UNION JACK,6,2010-12-06 14:05:00,2.10,15356,United Kingdom
537396,20772,GARDEN PATH JOURNAL,1,2010-12-06 14:08:00,2.55,17223,United Kingdom
537397,22754,SMALL RED BABUSHKA NOTEBOOK ,12,2010-12-06 14:19:00,0.85,16817,United Kingdom
537400,22752,SET 7 BABUSHKA NESTING BOXES,1,2010-12-06 14:36:00,8.50,17191,United Kingdom
537405,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,2010-12-06 14:51:00,3.95,17841,United Kingdom
537405,35004B,SET OF 3 BLACK FLYING DUCKS,1,2010-12-06 14:51:00,5.45,17841,United Kingdom
537405,85014A,BLACK/BLUE POLKADOT UMBRELLA,1,2010-12-06 14:51:00,5.95,17841,United Kingdom
537419,85227,SET OF 6 3D KIT CARDS FOR KIDS,12,2010-12-06 15:14:00,0.85,13495,United Kingdom
537421,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-06 15:25:00,1.69,17218,United Kingdom
537433,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,40,2010-12-06 16:36:00,2.55,12913,United Kingdom
537434,21815,STAR  T-LIGHT HOLDER ,1,2010-12-06 16:57:00,2.98,,United Kingdom
537434,22654,DELUXE SEWING KIT ,2,2010-12-06 16:57:00,11.87,,United Kingdom
537434,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,2,2010-12-06 16:57:00,1.66,,United Kingdom
537434,22190,LOCAL CAFE MUG,3,2010-12-06 16:57:00,2.51,,United Kingdom
537434,18098C,PORCELAIN BUTTERFLY OIL BURNER,1,2010-12-06 16:57:00,5.91,,United Kingdom
537434,22570,FELTCRAFT CUSHION RABBIT,2,2010-12-06 16:57:00,7.62,,United Kingdom
537434,22042,CHRISTMAS CARD SINGING ANGEL,10,2010-12-06 16:57:00,0.43,,United Kingdom
537434,22457,NATURAL SLATE HEART CHALKBOARD ,2,2010-12-06 16:57:00,5.91,,United Kingdom
537434,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,1,2010-12-06 16:57:00,1.66,,United Kingdom
537434,21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,1,2010-12-06 16:57:00,1.66,,United Kingdom
537434,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,2010-12-06 16:57:00,3.36,,United Kingdom
537434,22810,SET OF 6 T-LIGHTS SNOWMEN,1,2010-12-06 16:57:00,5.91,,United Kingdom
537434,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,2010-12-06 16:57:00,16.98,,United Kingdom
537434,22908,PACK OF 20 NAPKINS RED APPLES,1,2010-12-06 16:57:00,1.66,,United Kingdom
537435,21069,VINTAGE BILLBOARD TEA MUG,6,2010-12-06 16:58:00,1.25,17920,United Kingdom
537462,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,4,2010-12-07 10:06:00,3.75,17228,United Kingdom
537463,22908,PACK OF 20 NAPKINS RED APPLES,12,2010-12-07 10:08:00,0.85,12681,France
537466,21488,,-50,2010-12-07 10:33:00,0.00,,United Kingdom
537484,22295,HEART FILIGREE DOVE LARGE,12,2010-12-07 11:30:00,1.65,14733,United Kingdom
537534,22550,HOLIDAY FUN LUDO,1,2010-12-07 11:48:00,0.00,,United Kingdom
537567,22499,WOODEN UNION JACK BUNTING,1,2010-12-07 11:59:00,5.95,18119,United Kingdom
537593,21936,RED RETROSPOT PICNIC BAG,5,2010-12-07 12:21:00,2.95,14282,United Kingdom
537599,22618,COOKING SET RETROSPOT,2,2010-12-07 12:37:00,9.95,17954,United Kingdom
C537602,22654,DELUXE SEWING KIT ,-1,2010-12-07 12:45:00,4.95,17511,United Kingdom
537614,22834,HAND WARMER BABUSHKA DESIGN,14,2010-12-07 13:29:00,2.10,16904,United Kingdom
537615,22900, SET 2 TEA TOWELS I LOVE LONDON ,4,2010-12-07 13:30:00,2.95,15898,United Kingdom
537618,48187,DOORMAT NEW ENGLAND,20,2010-12-07 13:50:00,6.75,15061,United Kingdom
537619,46000S,POLYESTER FILLER PAD 40x40cm,12,2010-12-07 13:53:00,1.45,13786,United Kingdom
537621,22385,JUMBO BAG SPACEBOY DESIGN,3,2010-12-07 14:29:00,1.95,,United Kingdom
537622,22962,JAM JAR WITH PINK LID,12,2010-12-07 14:30:00,0.85,13173,United Kingdom
537626,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,2010-12-07 14:57:00,4.25,12347,Iceland
537629,22768,FAMILY PHOTO FRAME CORNICE,2,2010-12-07 15:03:00,9.95,17419,United Kingdom
537633,85049A,TRADITIONAL CHRISTMAS RIBBONS,1,2010-12-07 15:14:00,1.25,,United Kingdom
537638,21982,PACK OF 12 SUKI TISSUES ,6,2010-12-07 15:28:00,0.85,,United Kingdom
537638,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,1,2010-12-07 15:28:00,4.21,,United Kingdom
537638,21705,BAG 500g SWIRLY MARBLES,2,2010-12-07 15:28:00,3.36,,United Kingdom
537638,84596G,SMALL CHOCOLATES PINK BOWL,1,2010-12-07 15:28:00,1.66,,United Kingdom
537638,48129,DOORMAT TOPIARY,1,2010-12-07 15:28:00,14.43,,United Kingdom
537638,85014B,RED RETROSPOT UMBRELLA,1,2010-12-07 15:28:00,12.72,,United Kingdom
537638,21826,EIGHT PIECE DINOSAUR SET,2,2010-12-07 15:28:00,2.51,,United Kingdom
537638,48184,DOORMAT ENGLISH ROSE ,1,2010-12-07 15:28:00,14.43,,United Kingdom
537638,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,1,2010-12-07 15:28:00,4.21,,United Kingdom
537638,35653,VINTAGE BEAD NOTEBOOK,1,2010-12-07 15:28:00,5.91,,United Kingdom
537638,22198,LARGE POPCORN HOLDER ,6,2010-12-07 15:28:00,3.36,,United Kingdom
537638,22677,FRENCH BLUE METAL DOOR SIGN 2,3,2010-12-07 15:28:00,2.51,,United Kingdom
537638,22272,FELTCRAFT DOLL MARIA,1,2010-12-07 15:28:00,5.91,,United Kingdom
537638,84754,S/15 SILVER GLASS BAUBLES IN BAG,1,2010-12-07 15:28:00,2.51,,United Kingdom
537640,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,26,2010-12-07 15:31:00,4.21,,United Kingdom
537641,72741,GRAND CHOCOLATECANDLE,3,2010-12-07 15:32:00,2.82,,United Kingdom
537642,22653,BUTTON BOX ,1,2010-12-07 15:33:00,4.21,,United Kingdom
537642,21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,1,2010-12-07 15:33:00,5.91,,United Kingdom
537642,22134,LADLE LOVE HEART RED ,1,2010-12-07 15:33:00,0.85,,United Kingdom
537645,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2,2010-12-07 15:34:00,4.21,,United Kingdom
537643,72349b,SET/6 PURPLE BUTTERFLY T-LIGHTS,3,2010-12-07 15:34:00,4.21,,United Kingdom
537646,21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,1,2010-12-07 15:39:00,2.95,17591,United Kingdom
537646,22770,MIRROR CORNICE,1,2010-12-07 15:39:00,14.95,17591,United Kingdom
537646,22916,HERB MARKER THYME,2,2010-12-07 15:39:00,0.65,17591,United Kingdom
537646,22423,REGENCY CAKESTAND 3 TIER,4,2010-12-07 15:39:00,12.75,17591,United Kingdom
C537647,AMAZONFEE,AMAZON FEE,-1,2010-12-07 15:41:00,5519.25,,United Kingdom
537649,71053,WHITE METAL LANTERN,4,2010-12-07 15:48:00,3.75,13807,United Kingdom
537653,22834,HAND WARMER BABUSHKA DESIGN,2,2010-12-07 15:54:00,2.10,17897,United Kingdom
537653,21967,PACK OF 12 SKULL TISSUES,12,2010-12-07 15:54:00,0.29,17897,United Kingdom
537654,21932,SCANDINAVIAN PAISLEY PICNIC BAG,1,2010-12-07 15:59:00,2.95,,United Kingdom
537654,47591D,PINK FAIRY CAKE CHILDRENS APRON,1,2010-12-07 15:59:00,1.95,,United Kingdom
537666,37467,PIG MUG IN TWO COLOUR DESIGNS,1,2010-12-07 18:36:00,4.21,,United Kingdom
537666,47367B,PAIR PADDED HANGERS PINK CHECK,1,2010-12-07 18:36:00,3.36,,United Kingdom
537666,20966,SANDWICH BATH SPONGE,3,2010-12-07 18:36:00,2.51,,United Kingdom
537666,22497,SET OF 2 TINS VINTAGE BATHROOM ,1,2010-12-07 18:36:00,8.47,,United Kingdom
537666,22588,CARD HOLDER GINGHAM HEART,2,2010-12-07 18:36:00,5.06,,United Kingdom
537666,22867,HAND WARMER BIRD DESIGN,7,2010-12-07 18:36:00,4.21,,United Kingdom
537666,21071,VINTAGE BILLBOARD DRINK ME MUG,2,2010-12-07 18:36:00,2.51,,United Kingdom
537666,21903,MAN FLU METAL SIGN,1,2010-12-07 18:36:00,4.21,,United Kingdom
537666,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,4,2010-12-07 18:36:00,1.27,,United Kingdom
537666,21677,HEARTS  STICKERS,4,2010-12-07 18:36:00,1.66,,United Kingdom
537666,35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,2,2010-12-07 18:36:00,2.51,,United Kingdom
537666,20725,LUNCH BAG RED RETROSPOT,3,2010-12-07 18:36:00,4.21,,United Kingdom
537666,21429,RED GINGHAM ROSE JEWELLERY BOX,1,2010-12-07 18:36:00,3.36,,United Kingdom
537672,21527,RED RETROSPOT TRADITIONAL TEAPOT ,2,2010-12-08 09:30:00,7.95,13050,United Kingdom
537672,72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,12,2010-12-08 09:30:00,1.25,13050,United Kingdom
537678,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,2010-12-08 09:56:00,1.45,16779,United Kingdom
537680,22798,ANTIQUE GLASS DRESSING TABLE POT,16,2010-12-08 10:11:00,2.95,13599,United Kingdom
537683,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,6,2010-12-08 10:14:00,3.75,12921,United Kingdom
537683,84991,60 TEATIME FAIRY CAKE CASES,24,2010-12-08 10:14:00,0.55,12921,United Kingdom
537692,22067,CHOC TRUFFLE GOLD TRINKET POT ,6,2010-12-08 10:40:00,1.65,14796,United Kingdom
537692,22931,BAKING MOULD HEART WHITE CHOCOLATE,1,2010-12-08 10:40:00,2.55,14796,United Kingdom
537693,22710,WRAP I LOVE LONDON ,25,2010-12-08 10:45:00,0.42,12441,France
537693,85049A,TRADITIONAL CHRISTMAS RIBBONS,12,2010-12-08 10:45:00,1.25,12441,France
537694,22941,CHRISTMAS LIGHTS 10 REINDEER,2,2010-12-08 10:46:00,8.50,14901,United Kingdom
537707,79067,CORONA MEXICAN TRAY,8,2010-12-08 10:53:00,3.75,14032,United Kingdom
537758,15034,PAPER POCKET TRAVELING FAN ,24,2010-12-08 11:41:00,0.14,16122,United Kingdom
537766,22935,BAKING MOULD ROSE MILK CHOCOLATE,72,2010-12-08 12:08:00,2.75,17677,United Kingdom
537769,22156,HEART DECORATION WITH PEARLS ,2,2010-12-08 12:17:00,0.85,15021,United Kingdom
537769,22834,HAND WARMER BABUSHKA DESIGN,1,2010-12-08 12:17:00,2.10,15021,United Kingdom
537772,22082,RIBBON REEL STRIPES DESIGN ,5,2010-12-08 12:35:00,1.65,18043,United Kingdom
537772,22908,PACK OF 20 NAPKINS RED APPLES,2,2010-12-08 12:35:00,0.85,18043,United Kingdom
537773,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-12-08 12:36:00,2.95,16016,United Kingdom
537775,22375,AIRLINE BAG VINTAGE JET SET BROWN,4,2010-12-08 12:41:00,4.25,17722,United Kingdom
537781,22629,SPACEBOY LUNCH BOX ,1,2010-12-08 12:46:00,1.95,17341,United Kingdom
537781,22748,POPPY'S PLAYHOUSE KITCHEN,1,2010-12-08 12:46:00,2.10,17341,United Kingdom
537789,22616,PACK OF 12 LONDON TISSUES ,48,2010-12-08 12:49:00,0.29,14051,United Kingdom
537794,84030E,ENGLISH ROSE HOT WATER BOTTLE,2,2010-12-08 13:01:00,4.25,16713,United Kingdom
537794,22169,FAMILY ALBUM WHITE PICTURE FRAME,1,2010-12-08 13:01:00,8.50,16713,United Kingdom
537794,21669,BLUE STRIPE CERAMIC DRAWER KNOB,6,2010-12-08 13:01:00,1.25,16713,United Kingdom
537794,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,1,2010-12-08 13:01:00,3.75,16713,United Kingdom
537799,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2010-12-08 13:07:00,3.75,15916,United Kingdom
537800,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,6,2010-12-08 13:08:00,0.85,12748,United Kingdom
537804,M,Manual,12,2010-12-08 13:17:00,0.19,12748,United Kingdom
537809,21624,VINTAGE UNION JACK DOORSTOP,3,2010-12-08 13:28:00,5.95,14217,United Kingdom
537811,71053,WHITE METAL LANTERN,24,2010-12-08 13:30:00,3.39,17262,United Kingdom
537816,90173,PAIR BUTTERFLY HAIR CLIPS,4,2010-12-08 13:51:00,3.75,16679,United Kingdom
537822,22198,LARGE POPCORN HOLDER ,12,2010-12-08 14:22:00,1.65,13523,United Kingdom
537823,22941,CHRISTMAS LIGHTS 10 REINDEER,3,2010-12-08 14:25:00,16.98,,United Kingdom
537823,85231B,CINAMMON SET OF 9 T-LIGHTS,1,2010-12-08 14:25:00,1.66,,United Kingdom
537823,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,3,2010-12-08 14:25:00,0.85,,United Kingdom
537823,21884,CAKES AND BOWS GIFT  TAPE,1,2010-12-08 14:25:00,1.66,,United Kingdom
537823,22464,HANGING METAL HEART LANTERN,1,2010-12-08 14:25:00,3.36,,United Kingdom
537823,21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,2,2010-12-08 14:25:00,7.62,,United Kingdom
537823,22654,DELUXE SEWING KIT ,2,2010-12-08 14:25:00,11.87,,United Kingdom
537823,21657,MILK BOTTLE WITH GLASS STOPPER ,1,2010-12-08 14:25:00,14.43,,United Kingdom
537823,85016,SET OF 6 VINTAGE NOTELETS KIT,1,2010-12-08 14:25:00,2.51,,United Kingdom
537823,21775,DECORATIVE FLORE BATHROOM BOTTLE,2,2010-12-08 14:25:00,2.51,,United Kingdom
537823,22586,FELTCRAFT HAIRBAND PINK AND BLUE,1,2010-12-08 14:25:00,1.66,,United Kingdom
537823,22546,MINI JIGSAW PURDEY,5,2010-12-08 14:25:00,0.85,,United Kingdom
537823,21906,PHARMACIE FIRST AID TIN,2,2010-12-08 14:25:00,13.57,,United Kingdom
537825,20724,RED RETROSPOT CHARLOTTE BAG,10,2010-12-08 14:36:00,0.85,15005,United Kingdom
537826,22867,HAND WARMER BIRD DESIGN,24,2010-12-08 14:38:00,2.10,15581,United Kingdom
537828,22152,PLACE SETTING WHITE STAR,24,2010-12-08 14:43:00,0.42,15680,United Kingdom
537837,85175,CACTI T-LIGHT CANDLES,32,2010-12-08 14:59:00,0.42,13077,United Kingdom
537837,21498,RED RETROSPOT WRAP ,25,2010-12-08 14:59:00,0.42,13077,United Kingdom
537840,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2010-12-08 15:03:00,1.95,13531,United Kingdom
537842,22335,HEART DECORATION PAINTED ZINC ,8,2010-12-08 15:12:00,0.65,13140,United Kingdom
537851,84754,S/15 SILVER GLASS BAUBLES IN BAG,12,2010-12-08 15:39:00,1.25,13758,United Kingdom
C537853,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2010-12-08 15:57:00,2.95,13370,United Kingdom
537855,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,2,2010-12-08 15:59:00,4.25,15996,United Kingdom
537855,22766,PHOTO FRAME CORNICE,4,2010-12-08 15:59:00,2.95,15996,United Kingdom
537855,22988,SOLDIERS EGG CUP ,12,2010-12-08 15:59:00,1.25,15996,United Kingdom
537859,22112,CHOCOLATE HOT WATER BOTTLE,1,2010-12-08 16:11:00,4.95,14030,United Kingdom
537859,22797,CHEST OF DRAWERS GINGHAM HEART ,1,2010-12-08 16:11:00,16.95,14030,United Kingdom
C537860,22508,DOORSTOP RETROSPOT HEART,-4,2010-12-08 16:15:00,3.75,16252,United Kingdom
537864,20725,LUNCH BAG RED RETROSPOT,20,2010-12-08 16:34:00,1.65,16700,United Kingdom
537864,21982,PACK OF 12 SUKI TISSUES ,24,2010-12-08 16:34:00,0.29,16700,United Kingdom
537865,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,2010-12-08 16:34:00,3.75,16011,United Kingdom
537868,22963,JAM JAR WITH GREEN LID,12,2010-12-08 16:49:00,0.85,12433,Norway
537872,21595,,1,2010-12-08 18:07:00,0.00,,United Kingdom
537880,21181,PLEASE ONE PERSON METAL SIGN,24,2010-12-09 09:14:00,2.10,12963,United Kingdom
537885,22854,CREAM SWEETHEART EGG HOLDER,4,2010-12-09 09:34:00,4.95,12942,United Kingdom
537889,22842,BISCUIT TIN VINTAGE RED,2,2010-12-09 10:04:00,6.75,13319,United Kingdom
537898,22630,DOLLY GIRL LUNCH BOX,2,2010-12-09 10:42:00,1.95,17377,United Kingdom
537900,22518,CHILDS GARDEN BRUSH BLUE,1,2010-12-09 10:45:00,2.10,15983,United Kingdom
537901,22469,HEART OF WICKER SMALL,40,2010-12-09 10:48:00,1.45,13854,United Kingdom
537955,22423,REGENCY CAKESTAND 3 TIER,2,2010-12-09 11:28:00,12.75,16782,United Kingdom
537963,90211B,JET BLACK LAS VEGAS NECKLACE 45CM,2,2010-12-09 11:30:00,5.95,13369,United Kingdom
538008,POST,POSTAGE,5,2010-12-09 12:17:00,18.00,12683,France
538011,21899,"KEY FOB , GARAGE DESIGN",25,2010-12-09 12:24:00,0.65,14896,United Kingdom
538012,21041,RED RETROSPOT OVEN GLOVE DOUBLE,2,2010-12-09 12:32:00,2.95,14527,United Kingdom
538012,21485,RETROSPOT HEART HOT WATER BOTTLE,2,2010-12-09 12:32:00,4.95,14527,United Kingdom
538014,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,12,2010-12-09 12:49:00,4.25,14440,United Kingdom
538035,22586,FELTCRAFT HAIRBAND PINK AND BLUE,2,2010-12-09 13:03:00,0.85,16065,United Kingdom
538035,22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,2,2010-12-09 13:03:00,0.85,16065,United Kingdom
538035,22176,BLUE OWL SOFT TOY,4,2010-12-09 13:03:00,2.95,16065,United Kingdom
538051,22603,CHRISTMAS RETROSPOT TREE WOOD,6,2010-12-09 13:24:00,0.85,18041,United Kingdom
538056,22041,"RECORD FRAME 7"" SINGLE SIZE ",4,2010-12-09 13:34:00,2.55,17198,United Kingdom
538067,22962,JAM JAR WITH PINK LID,6,2010-12-09 13:59:00,0.85,15288,United Kingdom
538069,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,5,2010-12-09 14:08:00,2.10,16795,United Kingdom
538069,22601,CHRISTMAS RETROSPOT ANGEL WOOD,2,2010-12-09 14:08:00,0.85,16795,United Kingdom
538069,22731,3D CHRISTMAS STAMPS STICKERS ,3,2010-12-09 14:08:00,1.25,16795,United Kingdom
538071,22494,EMERGENCY FIRST AID TIN ,1,2010-12-09 14:09:00,2.51,,United Kingdom
538071,21802,CHRISTMAS TREE HEART DECORATION,7,2010-12-09 14:09:00,0.43,,United Kingdom
538071,16237,SLEEPING CAT ERASERS,2,2010-12-09 14:09:00,0.43,,United Kingdom
538071,22572,ROCKING HORSE GREEN CHRISTMAS ,8,2010-12-09 14:09:00,1.66,,United Kingdom
538071,21829,DINOSAUR KEYRINGS ASSORTED,1,2010-12-09 14:09:00,0.43,,United Kingdom
538071,21641,ASSORTED TUTTI FRUTTI KEYRING BALL,1,2010-12-09 14:09:00,1.66,,United Kingdom
538071,22219,LOVEBIRD HANGING DECORATION WHITE ,2,2010-12-09 14:09:00,1.66,,United Kingdom
538071,21983,PACK OF 12 BLUE PAISLEY TISSUES ,3,2010-12-09 14:09:00,0.85,,United Kingdom
538071,21791,VINTAGE HEADS AND TAILS CARD GAME ,5,2010-12-09 14:09:00,2.51,,United Kingdom
538071,21801,CHRISTMAS TREE DECORATION WITH BELL,10,2010-12-09 14:09:00,0.43,,United Kingdom
538071,21823,PAINTED METAL HEART WITH HOLLY BELL,1,2010-12-09 14:09:00,2.98,,United Kingdom
538071,21705,BAG 500g SWIRLY MARBLES,4,2010-12-09 14:09:00,3.36,,United Kingdom
538071,20829,GLITTER HANGING BUTTERFLY STRING,1,2010-12-09 14:09:00,4.21,,United Kingdom
538071,85096,HILDA CANDY SPOT RABBIT,1,2010-12-09 14:09:00,7.62,,United Kingdom
538076,84865,NEW BAROQUE BLACK PHOTO ALBUM,1,2010-12-09 14:15:00,8.50,15311,United Kingdom
538076,21872,GLAMOROUS  MUG,2,2010-12-09 14:15:00,1.25,15311,United Kingdom
538077,22231,JIGSAW TREE WITH BIRDHOUSE,1,2010-12-09 14:19:00,1.45,14667,United Kingdom
538077,20773,BLUE PAISLEY NOTEBOOK,7,2010-12-09 14:19:00,1.65,14667,United Kingdom
538078,22776,SWEETHEART CAKESTAND 3 TIER,2,2010-12-09 14:25:00,9.95,16255,United Kingdom
C538084,22860,EASTER TIN CHICKS PINK DAISY,-6,2010-12-09 14:42:00,1.65,12649,Germany
538086,21136,PAINTED METAL PEARS ASSORTED,16,2010-12-09 14:44:00,1.69,12872,United Kingdom
538086,47566,PARTY BUNTING,1,2010-12-09 14:44:00,4.65,12872,United Kingdom
538095,22631,CIRCUS PARADE LUNCH BOX ,1,2010-12-09 14:55:00,1.95,17097,Spain
538104,22548,HEADS AND TAILS SPORTING FUN,2,2010-12-09 15:16:00,1.25,17950,United Kingdom
538104,22272,FELTCRAFT DOLL MARIA,1,2010-12-09 15:16:00,2.95,17950,United Kingdom
538108,22231,JIGSAW TREE WITH BIRDHOUSE,12,2010-12-09 15:23:00,1.45,17456,United Kingdom
538120,22198,LARGE POPCORN HOLDER ,50,2010-12-09 15:35:00,1.45,17017,United Kingdom
538148,48111,DOORMAT 3 SMILEY CATS,2,2010-12-09 16:26:00,14.43,,United Kingdom
538148,22431,WATERING CAN BLUE ELEPHANT,1,2010-12-09 16:26:00,4.21,,United Kingdom
538149,37340,MULTICOLOUR SPRING FLOWER MUG,1,2010-12-09 16:27:00,8.47,,United Kingdom
538155,84849D,HOT BATHS SOAP HOLDER,1,2010-12-09 16:52:00,1.69,16907,United Kingdom
538156,20972,PINK CREAM FELT CRAFT TRINKET BOX ,6,2010-12-09 16:53:00,1.25,15555,United Kingdom
538157,84949,SILVER HANGING T-LIGHT HOLDER,6,2010-12-09 16:57:00,1.65,17576,United Kingdom
538163,20961,STRAWBERRY BATH SPONGE ,3,2010-12-09 17:27:00,1.25,17841,United Kingdom
538166,85049A,TRADITIONAL CHRISTMAS RIBBONS,5,2010-12-09 18:09:00,1.25,17965,United Kingdom
538167,82483,WOOD 2 DRAWER CABINET WHITE FINISH,1,2010-12-09 18:58:00,5.95,14713,United Kingdom
538171,22154,ANGEL DECORATION 3 BUTTONS ,48,2010-12-09 20:01:00,0.42,17530,United Kingdom
538174,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2010-12-10 09:35:00,1.45,12471,Germany
538177,21210,SET OF 72 RETROSPOT PAPER  DOILIES,1,2010-12-10 09:51:00,2.98,,United Kingdom
